5,4,0,0,0
5,4,0,0,0
5,4,0,0,0
5,4,0,0,0
5,9,0,0,0
5,12,0,0,0
5,18,1,0,0
6,21,1,0,0
6,27,1,0,0
6,30,1,0,0
6,31,1,0,0
6,34,1,0,0
6,36,1,0,0
6,36,1,0,0
4,36,1,0,9
4,32,1,0,8
4,32,1,0,9
4,32,1,0,11
4,27,1,0,9
4,25,1,0,9
4,23,0,0,8
3,20,0,0,8
3,17,0,0,10
3,20,0,0,8
3,22,1,0,10
3,24,1,0,8
3,36,2,0,8
3,46,2,0,7
0,53,3,0,12
0,70,5,0,10
0,89,5,0,-0
0,106,6,0,10
0,123,6,0,9
0,154,6,0,8
0,179,8,0,0
0,211,9,0,0
0,239,9,0,0
0,260,10,0,0
0,272,11,0,0
0,292,12,0,0
0,286,11,0,0
0,284,10,0,0
2,283,9,0,0
2,279,10,0,0
2,259,10,0,0
2,248,10,0,0
2,230,8,0,0
2,205,8,0,4
2,179,6,0,5
1,153,6,0,9
1,121,6,0,8
1,95,5,0,10
1,80,4,0,11
1,55,3,0,12
1,44,2,0,12
1,33,1,0,13
1,26,1,0,13
1,15,1,0,14
1,12,1,0,14
1,6,1,0,13
1,3,0,0,-0
1,2,0,0,15
