161.328,164.535,158.279,158.522,156.853,147.328,147.195
156.444,158.753,151.242,151.105,150.802,141.621,137.061
162.263,152.962,149.584,149.874,151.902,140.68,140.681
167.561,163.434,157.365,156.413,160.769,148.219,148.313
156.047,162.442,152.032,156.116,158.707,143.114,144.778
66.1992,76.9804,37.0961,57.7206,52.945,64.6113,63.2518
90.8011,94.877,89.5227,64.648,59.1522,75.1116,85.298
91.246,91.1499,77.6454,85.2251,83.9257,73.7465,74.7393
90.8791,93.2001,97.2987,77.6368,86.391,69.6022,81.7954
68.978,77.1762,66.5315,40.8066,47.2063,35.4316,53.3631
-55.1752,-121.461,-110.099,-72.5328,-93.294,-116.203,-163.543
-204.349,-112.543,-193.028,-105.765,-89.3392,-137.277,-211.103
-152.689,-292.686,-175.142,-182.28,-235.321,-251.683,-173.297
-212.022,-232.151,-207.634,-286.577,-241.296,-299.367,-245.353
-323.873,-318.17,-260.304,-247.072,-457.795,-224.649,-291.118
-339.618,-454.115,-365.064,-430.62,-338.137,-483.549,-333.929
-442.156,-377.294,-458.656,-385.349,-407.035,-417.624,-437.765
-439.003,-422.107,-459.979,-377.372,-368.478,-448.173,-352.27
-331.344,-349.313,-442.385,-388.153,-411.587,-409.73,-337.671
-366.999,-440.182,-425.18,-367.16,-447.548,-463.448,-401.808
-355.739,-372.722,-387.807,-387.226,-328.525,-372.089,-328.293
-491.574,-531.605,-488.99,-422.358,-439.926,-421.841,-441.476
-418.232,-507.243,-460.08,-398.689,-458.141,-394.825,-502.561
-506.803,-497.175,-391.68,-413.365,-452.359,-458.917,-443.5
-307.014,-356.772,-395.651,-298.941,-335.753,-323.971,-388.399
-219.707,-186.006,-146.854,-243.214,-171.312,-190.803,-261.283
-160.452,-257.334,-161.734,-197.777,-151.802,-173.538,-205.961
-172.281,-212.111,-151.681,-191.336,-215.401,-223.126,-192.953
-164.42,-90.394,-234.188,-156.683,-161.575,-127.69,-131.561
-135.011,-198.803,-181.346,-257.042,-188.511,-180.751,-181.652
-74.0569,-97.352,-69.7169,-83.4063,-62.4853,-161.267,-85.7912
56.0575,63.0525,25.295,36.1984,73.6144,56.6915,57.3457
95.9375,110.702,89.9791,100.211,84.6765,58.3445,57.0519
89.3668,115.158,89.3422,115.881,120.703,104.619,100.785
102.016,129.283,126.878,130.937,124.077,117.264,111.395
147.272,152.599,141.544,144.83,139.799,130.249,130.955
162.256,157.699,154.844,146.15,150.35,141.907,140.708
163.909,155.358,155.295,151.798,157.596,144.053,141.217
151.088,158.931,148.393,150.026,153.511,138.498,140.93
155.926,159.295,151.284,149.972,151.706,137.902,140.831
159.81,164.682,151.95,150.128,154.419,144.249,141.476
164.919,159.89,153.564,155.265,154.969,145.317,145.232
166.496,161.889,160.991,160.035,156.255,148.186,148.206
163.308,155.092,152.575,150.962,154.023,145.165,141.903
166.872,161.407,156.249,156.763,161.015,146.58,145.584
159.128,154.603,146.783,151.176,152.828,139.643,140.404
166.999,169.921,159.992,157.579,152.815,144.487,151.118
158.954,150.564,152.079,154.754,152.151,141.649,140.587
165.031,161.306,157.1,158.524,152.399,145.396,145.352
164.69,158.369,158.164,157.816,155.925,146.365,142.17
160.862,154.137,154.83,154.893,153.011,139.868,139.333
155.858,159.755,151.984,151.845,154.38,139.795,140.065
171.019,166.118,158.682,163.46,165.736,151.338,150.194
163.574,159.859,153.483,156.419,153.674,145.753,145.753
158.953,153.639,148.404,151.342,147.71,138.63,140.632
167.812,170.975,162.824,163.374,160.958,151.029,149.224
160.775,160.642,154.508,159.085,152.807,144.889,146.151
160.893,158.089,154.982,155.786,152.813,144.714,142.28
160.481,166.298,157.951,156.628,152.092,144.433,144.401
156.992,161.838,155.505,153.243,154.44,143.505,144.588
0,0,0,0,0,0,0
168.704,163.994,157.454,155.253,159.093,149.242,148.083
